id,cons_12m,cons_gas_12m,cons_last_month,forecast_cons_12m,forecast_cons_year,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_off_peak,forecast_price_energy_peak,forecast_price_pow_off_peak,has_gas,imp_cons,margin_gross_pow_ele,nb_prod_act,net_margin,pow_max,var_year_price_off_peak_var,var_year_price_peak_var,var_year_price_mid_peak_var,var_year_price_off_peak_fix,var_year_price_peak_fix,var_year_price_mid_peak_fix,var_year_price_off_peak,var_year_price_peak,var_year_price_mid_peak,var_6m_price_off_peak_var,var_6m_price_peak_var,var_6m_price_mid_peak_var,var_6m_price_off_peak_fix,var_6m_price_peak_fix,var_6m_price_mid_peak_fix,var_6m_price_off_peak,var_6m_price_peak,var_6m_price_mid_peak,churn,offpeak_diff_dec_jan_energy,offpeak_diff_dec_jan_power,off_peak_peak_var_mean_diff,peak_mid_peak_var_mean_diff,off_peak_mid_peak_var_mean_diff,off_peak_peak_fix_mean_diff,peak_mid_peak_fix_mean_diff,off_peak_mid_peak_fix_mean_diff,off_peak_peak_var_max_monthly_diff,peak_mid_peak_var_max_monthly_diff,off_peak_mid_peak_var_max_monthly_diff,off_peak_peak_fix_max_monthly_diff,peak_mid_peak_fix_max_monthly_diff,off_peak_mid_peak_fix_max_monthly_diff,tenure,months_end,months_modif_prod,months_renewal,channel_MISSING,channel_ewpakwlliwisiwduibdlfmalxowmwpci,channel_foosdfpfkusacimwkcsosbicdxkicaua,channel_lmkebamcaaclubfxadlmueccxoimlema,channel_usilxuppasemubllopkaafesmlibmsdf,origin_kamkkxfxxuwbdslkwifmmcsiusiuosws,origin_ldkssxwpmemidmecebumciepifcamkci,origin_lxidpiddsbxsbosboudacockeimpuepw
da7bf91f37e3897b2bf9096ee5c03051,2.7686381012476144,0.0,1.954242509439325,2.2141282618234097,1.954242509439325,0.0,1.2794387882870204,0.1048219215980891,0.0,1.7800750909327483,0,24.43,206.07,1,76.48,13.856,5.219357719696947e-06,0.0,0.0,0.0047115934072576,0.0,0.0,0.0047168127649773,0.0047115934072576,0.0,4.6879022380953e-06,0.0,0.0,0.0080770469142856,0.0,0.0,0.0080817348165237,0.0,0.0,1,-0.0043329999999999,0.2377787999999938,0.2777375833333333,0.0,0.2777375833333333,59.22674536,0.0,59.22674536,0.279586,0.0,0.279586,59.44470996,0.0,59.44470996,4,-10,36,1,False,False,True,False,False,False,False,True
bfb1355931f3c0250cef89b62309bc0c,4.975482358364101,0.0,0.0,2.383114905342069,0.0,0.0,1.2704459080179626,0.0582209769155539,0.0,1.6749105204266346,0,0.0,27.28,1,18.33,13.856,1.4344010992424282e-05,0.0,0.0,3.490909143860595e-13,0.0,0.0,1.4344011341515196e-05,3.490909143860595e-13,0.0,1.45433332380952e-05,0.0,0.0,0.0,0.0,0.0,1.45433332380952e-05,0.0,0.0,0,-0.008499,-1.1999999998124622e-06,0.1495765833333333,0.0,0.1495765833333333,44.26693036,0.0,44.26693036,0.152445,0.0,0.152445,44.26693116,0.0,44.26693116,6,-11,1,0,True,False,False,False,False,False,True,False
c606208bc4f3446e1c52802ef96c3399,3.981274832706589,0.0,2.2405492482826,3.055985765731061,0.0,0.0,1.2871296207191107,0.0597549650241824,0.0,1.665659565509497,0,0.0,13.26,1,117.96,10.392,4.949016242424226e-06,0.0,0.0,0.0833332666666804,0.0,0.0,0.0833382156829228,0.0833332666666804,0.0,4.489089142857084e-06,0.0,0.0,0.1428570285714526,0.0,0.0,0.1428615176605955,0.0,0.0,0,-0.0036479999999999,0.9999996000000024,0.1512566666666666,0.0,0.1512566666666666,44.52804326,0.0,44.52804326,0.153048,0.0,0.153048,45.44470956,0.0,45.44470956,5,-10,17,1,False,False,True,False,False,False,False,True
5888f0d1a8387cc7e0fe44702c409cf9,4.264747008353527,0.0,3.0507663112330423,2.8503888900064465,3.0507663112330423,0.0,2.1350053669438878,0.0471205972836216,0.0407059572187704,1.6191632818997663,0,107.39,18.99,1,79.29,21.144,1.9235233840909277e-05,4.384600151515146e-06,1.3802910606060685e-06,0.0054288350608909,0.0019544659310116,0.0008686989258153,0.0054480702947318,0.0054332196610424,0.0008700792168759,1.728383814285733e-05,4.097908809523805e-06,2.183085952380941e-06,0.0075829484982853,0.0027301295725714,0.0012135398811429,0.0076002323364282,0.0027342274813809,0.0012157229670953,0,-0.008381,0.1629156000000051,0.0206940833333333,0.0297049999999999,0.0503990833333333,16.242682359999996,8.121338780000002,24.36402114,0.022581,0.031859,0.05444,16.29155496,8.14577508,24.43733004,7,-7,4,3,False,False,True,False,False,True,False,False
14d6c5a28594f806be39ec1d3488572d,3.408748606184244,0.0,2.562292864456474,2.4234588718195127,2.562292864456474,0.0,2.2080380493531804,0.0493622465301055,0.042767221175498,1.6191632818997663,0,36.15,49.44,1,30.8,19.8,1.7176299537878333e-05,4.395760083333352e-06,5.870159015151474e-07,3.4363636433613887e-12,1.848000001321932e-12,8.797090905166813e-12,1.7176302974241977e-05,4.395763519696995e-06,5.870246986060526e-07,1.5857600238094875e-05,4.138228809523824e-06,6.942857142855293e-10,0.0,0.0,0.0,1.5857600238094875e-05,4.138228809523824e-06,6.942857142855293e-10,0,-0.007273,3.600000006542814e-06,0.0204716666666666,0.0303765,0.0508481666666666,16.22639236,8.11319378,24.33958614,0.0221359999999998,0.033742,0.055866,16.22639496,8.11319508,24.33959004,4,-12,34,0,False,False,True,False,False,False,False,True
b102716f474a71baa9ed0b62ff4efc5f,3.615423952885944,3.9807757739626215,0.0,2.791901080009571,0.0,0.0,1.2193225084193366,0.0591406554064559,0.0,1.6562072696681427,1,0.0,23.76,3,59.31,10.392,4.738353787878831e-06,0.0,0.0,3.490909143860595e-13,0.0,0.0,4.738354136969745e-06,3.490909143860595e-13,0.0,4.740343809523749e-06,0.0,0.0,0.0,0.0,0.0,4.740343809523749e-06,0.0,0.0,0,-0.003418,-1.1999999998124622e-06,0.1496018333333333,0.0,0.1496018333333333,44.26693036,0.0,44.26693036,0.151635,0.0,0.151635,44.26693116,0.0,44.26693116,5,-2,21,9,True,False,False,False,False,True,False,False
721895b98a263be00191383e92c20bce,4.128399268717806,0.0,0.0,3.2947747522184434,0.0,0.0,1.2260841159758238,0.0576908222443174,0.0,1.6562072696681427,0,0.0,31.2,1,174.6,13.856,5.113806636363627e-06,0.0006089452740833,0.0,2.94545456505995e-13,0.0,0.0,5.113806930909084e-06,0.0006089452743778,0.0,4.740343809523855e-06,0.0,0.0,0.0,0.0,0.0,4.740343809523855e-06,0.0,0.0,0,-0.004688,-1.1999999998124622e-06,0.1387269166666666,0.0071235833333333,0.1458505,44.26693026,0.0,44.26693026,0.148047,0.085483,0.148047,44.26693116,0.0,44.26693116,4,-1,45,10,False,True,False,False,False,False,True,False
a46bd8d631964dea5501c307ed3066be,3.620552444729435,0.0,0.0,2.511187933317223,0.0,1.3979400086720375,2.0764219673605933,0.0694183242696606,0.0594407227925665,1.624335749037216,0,0.0,69.24,1,116.89,17.320999999999998,7.754875396969633e-05,3.6221376750000105e-05,1.6187931136363076e-06,6.109091016287912e-14,7.392000001126899e-12,1.3783636321231306e-12,7.754875403078724e-05,3.6221376811091015e-05,1.61879449199994e-06,1.5857600238094773e-05,4.138228809523781e-06,6.942857142834621e-10,0.0,0.0,0.0,1.5857600238094773e-05,4.138228809523781e-06,6.942857142834621e-10,0,0.022612,-4.800000041882413e-07,0.0294509166666665,0.045757,0.0752079166666666,16.226385360000002,8.113193829999997,24.33957919,0.0318899999999998,0.0488910000000001,0.080781,16.226388720000003,8.11319508,24.3395808,4,-1,21,9,False,False,True,False,False,False,False,True
8af686c6e60aaa534ef3f9aedbbfd9ad,4.51731468566477,3.34713478291002,0.0,3.687576222724149,0.0,0.0,1.209515014542631,0.0584480423253949,0.0,1.6562072696681427,1,0.0,4.04,3,502.31,15.0,8.336699356060621e-06,0.0,0.0,3.8181818111259284e-13,0.0,0.0,8.336699737878803e-06,3.8181818111259284e-13,0.0,7.7896509523809e-06,0.0,0.0,0.0,0.0,0.0,7.7896509523809e-06,0.0,0.0,0,-0.0061869999999999,-1.1999999998124622e-06,0.1476115833333333,0.0,0.1476115833333333,44.26693046,0.0,44.26693046,0.149902,0.0,0.149902,44.26693116,0.0,44.26693116,5,-11,1,0,False,False,True,False,False,False,False,True
35f6e82d1529daafa162c6d05c49a9ff,2.281033367247728,0.0,0.4771212547196624,1.4714384073892992,0.4771212547196624,0.0,1.2882492255719862,0.0593164776114992,0.0,1.6749105204266346,0,0.3,31.16,1,3.0,15.0,4.442241545454527e-06,0.0,0.0,0.7185946753470039,0.0,0.0,0.7185991175885494,0.7185946753470039,0.0,4.104906285714229e-06,0.0,0.0,1.1292208263390913,0.0,0.0,1.129224931245377,0.0,0.0,0,-0.0033959999999999,2.177779200000004,0.1499535,0.0,0.1499535,44.62989386,0.0,44.62989386,0.151635,0.0,0.151635,46.44471036,0.0,46.44471036,4,-9,37,2,False,False,True,False,False,False,False,True
22cad3b84741c69a21f8fc4791314361,4.887150126330618,0.0,3.940367045985665,3.4068517388104467,0.0,0.0,1.0297894708318556,0.058482585352205,0.0,1.6562072696681427,0,0.0,32.64,1,237.92,14.49,3.946421242424049e-06,0.0,0.0,3.8181818111259284e-13,0.0,0.0,3.94642162424223e-06,3.8181818111259284e-13,0.0,3.950485952380752e-06,0.0,0.0,0.0,0.0,0.0,3.950485952380752e-06,0.0,0.0,0,-0.0022509999999999,-1.1999999998124622e-06,0.1465558333333333,0.0,0.1465558333333333,44.26693046,0.0,44.26693046,0.1481589999999999,0.0,0.1481589999999999,44.26693116,0.0,44.26693116,5,-12,13,0,False,False,True,False,False,False,False,True
0de79603a0db512f9167943346743d52,5.701920112937112,0.0,4.62058365787334,3.367395061683312,3.400192488592576,0.0,2.128043673826457,0.0493622465301055,0.042767221175498,1.6191632818997663,0,258.27,39.0,1,269.62,26.0,1.622139117424237e-05,4.042427537878779e-06,1.319223333333297e-06,0.0040214382914185,0.0014477177849105,0.0006434301266268,0.0040376596825927,0.0040254807189564,0.0006447493499602,1.5857600238095268e-05,4.1382288095238325e-06,6.942857142828267e-10,0.0,0.0,0.0,1.5857600238095268e-05,4.1382288095238325e-06,6.942857142828267e-10,0,-0.006756,0.1629156000000051,0.0205448333333333,0.03063325,0.0511780833333333,16.28069392,8.140344559999996,24.42103848,0.0222249999999999,0.033742,0.055866,16.29155496,8.14577508,24.43733004,5,-1,57,10,False,False,False,True,False,True,False,False
8e4ae7ed787064c8bef7df060d5663b0,4.388651717026825,0.0,0.0,2.924873449262179,0.0,1.462397997898956,1.2390490931401914,0.0789024843094448,0.0,1.670309674454459,0,0.0,36.04,1,70.4,10.392,0.0002170769489318,0.0,0.0,0.1860027555275661,0.0,0.0,0.1862198324764979,0.1860027555275661,0.0,4.740343809523749e-06,0.0,0.0,0.0,0.0,0.0,4.740343809523749e-06,0.0,0.0,0,0.048021,1.4939988,0.19869525,0.0,0.19869525,45.63643026,0.0,45.63643026,0.204928,0.0,0.204928,45.76093116,0.0,45.76093116,3,-2,9,11,False,False,False,False,True,True,False,False
cfaee6e4ff12a68c7a05dc934a0e1486,3.860697274052039,0.0,0.0,3.028880191291318,0.0,1.4913616938342726,1.2871296207191107,0.0784930681665729,0.0,1.6749105204266346,0,0.0,42.96,2,92.23,13.2,0.0002460397922424,0.0,0.0,0.3840934054030269,0.0,0.0,0.3843394451952693,0.3840934054030269,0.0,0.0004490420113333,0.0,0.0,0.6312533039874545,0.0,0.0,0.6317023459987878,0.0,0.0,0,0.049931,2.177779200000004,0.1514033333333333,0.0,0.1514033333333333,44.49285716,0.0,44.49285716,0.200142,0.0,0.200142,46.44471036,0.0,46.44471036,4,-12,0,4,False,False,True,False,False,False,False,True
8c9f6d30949240da9b68e90eed027bba,5.47401218516985,0.0,4.471350395537361,2.938189375652045,3.03342375548695,0.0,1.0240749873074262,0.0576908222443174,0.0,1.6562072696681427,0,155.1,33.06,1,83.64,14.49,4.942190060606057e-06,0.0,0.0,0.0064647208082943,0.0,0.0,0.0064696629983549,0.0064647208082943,0.0,4.740343809523855e-06,0.0,0.0,0.0,0.0,0.0,4.740343809523855e-06,0.0,0.0,1,-0.004104,0.1777787999999986,0.1464563333333333,0.0,0.1464563333333333,44.40026526,0.0,44.40026526,0.148405,0.0,0.148405,44.44470996,0.0,44.44470996,3,-2,36,9,False,True,False,False,False,False,True,False
bffcc95af6fca2acb3f28d2d79acc8af,4.101024940352695,0.0,0.0,2.779408881695874,0.0,0.0,1.249931756634195,0.0581108188222662,0.0,1.6562072696681427,0,0.0,18.62,1,54.19,13.2,5.079733696969455e-06,0.0,0.0,0.0083802259640179,0.0,0.0,0.0083853056977148,0.0083802259640179,0.0,2.786485952380912e-06,0.0,0.0,0.0075251734285712,0.0,0.0,0.0075279599145236,0.0,0.0,0,-0.0051639999999998,0.1777787999999986,0.1474783333333333,0.0,0.1474783333333333,44.34100546,0.0,44.34100546,0.1502109999999999,0.0,0.1502109999999999,44.44470996,0.0,44.44470996,7,-6,7,5,False,False,True,False,False,False,False,True
59d4a2a7b649924ff3ca4b763cd54baf,5.351975937833653,5.285555058771468,4.241421951711995,4.00172852200728,3.8963057074660807,0.0,2.114744387545126,0.0470726688992591,0.0406585020712836,1.6191632818997663,1,783.14,31.08,2,1040.76,31.2,2.5173766969697097e-05,7.823152151515192e-06,1.1004545454541866e-09,0.0,0.0,0.0,2.5173766969697097e-05,7.823152151515192e-06,1.1004545454541866e-09,2.320706023809528e-05,7.385140809523823e-06,2.0085714285706408e-09,0.0,0.0,0.0,2.320706023809528e-05,7.385140809523823e-06,2.0085714285706408e-09,1,-0.0105899999999999,0.0,0.0204261666666666,0.0298596666666666,0.0502858333333333,16.291554960000003,8.145775079999996,24.43733004,0.0222269999999999,0.032069,0.0542959999999999,16.29155496,8.14577508,24.43733004,4,-8,19,3,False,False,True,False,False,False,False,True
c4990b4d5b2a68ca64a4b3d870e26426,3.985606083052436,0.0,0.0,3.1580819196310737,0.0,0.0,1.147985320683805,0.0587683140289966,0.0,1.6562072696681427,0,0.0,15.96,1,129.6,13.4,2.030076628787864e-06,0.0,0.0,0.008380258287567,0.0,0.0,0.0083822883641958,0.008380258287567,0.0,1.8229259523809688e-06,0.0,0.0,0.0075251734285712,0.0,0.0,0.0075269963545236,0.0,0.0,0,-0.0027669999999999,0.1777787999999986,0.1484020833333333,0.0,0.1484020833333333,44.34100526,0.0,44.34100526,0.149555,0.0,0.149555,44.44470996,0.0,44.44470996,4,-7,16,4,False,False,False,False,True,False,False,True
faaaf4100b93c73aee3dceb030feb822,4.699620957965614,4.4996870826184034,3.6488477083728936,3.697464739816709,3.6488477083728936,0.0,2.115976429454818,0.0463987738210524,0.0399729879446349,1.6191632818997663,1,426.93,38.0,2,587.76,31.5,2.257861951515147e-05,5.8787809696969584e-06,4.490922651515175e-07,0.0064343012662695,0.0023163484558568,0.001029488202603,0.0064568798857847,0.0064401800472392,0.0010299372948681,1.585760023809524e-05,4.138228809523784e-06,6.942857142855293e-10,0.0,0.0,0.0,1.585760023809524e-05,4.138228809523784e-06,6.942857142855293e-10,0,-0.010238,0.1629156000000051,0.020315,0.0289650833333333,0.0492800833333333,16.26983288,8.134914039999998,24.40474692,0.0225810000000001,0.031859,0.05444,16.29155496,8.14577508,24.43733004,5,-3,8,8,False,False,True,False,False,False,False,True
ae2bbeb4e8f14abbe8cdda9b66fd490d,4.128302317164351,0.0,2.787460474518415,2.6649238934380817,0.0,0.0,1.2803506930460056,0.0591406554064559,0.0,1.6562072696681427,0,0.0,30.98,1,45.27,15.0,3.711340696969608e-06,0.0,0.0,0.0076618913283488,0.0,0.0,0.0076656026690457,0.0076618913283488,0.0,4.740343809523624e-06,0.0,0.0,0.0,0.0,0.0,4.740343809523624e-06,0.0,0.0,0,-0.002818,0.1777787999999986,0.1498278333333333,0.0,0.1498278333333333,44.38545035999999,0.0,44.38545035999999,0.1522349999999999,0.0,0.1522349999999999,44.44470996,0.0,44.44470996,5,-3,55,8,False,False,True,False,False,False,False,True
53a53c7b5a3910a8d31abe59743fac3b,4.584704285910984,4.367449107268604,3.402089350572097,3.2260892769015688,3.018284308426531,1.4913616938342726,2.1242433089466486,0.0636624272165874,0.055275862490739,1.624335749037216,1,139.91,27.15,4,110.26,15.001,0.0001335509388787,0.0001043390633333,5.401972602272732e-05,0.034041934068045,0.0270695030251027,0.0244277895448299,0.0341754850069238,0.0341462731313783,0.0244818092708526,0.0002446383669523,0.0001850799469047,7.934400357142859e-05,0.0357143428571661,0.0357143428571658,0.0357143428571658,0.0359589812241185,0.0358994228040706,0.0357936868607373,1,0.0350299999999998,0.6629160000000098,0.0208751666666666,0.0302309166666666,0.0511060833333333,16.264402359999995,8.13219878,24.396601139999994,0.0235089999999998,0.039396,0.0629049999999999,16.291554960000003,8.14577508,24.437330040000003,11,-10,1,7,True,False,False,False,False,False,True,False
a7893db459c76ed3bd649e5a9b3f16c6,3.14674801363064,0.0,0.0,2.320354032817672,0.0,0.0,1.2681097298084782,0.0574508047754627,0.0,1.6562072696681427,0,0.0,7.8,1,14.34,10.392,1.5480844333333343e-05,0.0,0.0,0.004788720868712,0.0,0.0,0.0048042017130454,0.004788720868712,0.0,1.4828081238095162e-05,0.0,0.0,0.0075251734285714,0.0,0.0,0.0075400015098095,0.0,0.0,0,-0.008329,0.1777787999999986,0.1485548333333333,0.0,0.1485548333333333,44.29656036,0.0,44.29656036,0.151635,0.0,0.151635,44.44470996,0.0,44.44470996,7,-9,4,2,False,False,True,False,False,True,False,False
a505c5f422a50d4cbbe0db7a91b7d4e7,4.386124258400312,0.0,0.0,0.0,0.0,0.0,2.145972902802181,0.047367169496106,0.0414412444627091,1.626046263797128,0,0.0,61.84,1,0.0,33.0,1.7659600265151537e-05,4.608482083333329e-06,7.731818181818557e-10,3.4363636433613887e-12,1.848000001321932e-12,8.797090905166813e-12,1.765960370151518e-05,4.608485519696972e-06,7.819789090870226e-10,1.585760023809528e-05,4.138228809523802e-06,6.942857142855293e-10,0.0,0.0,0.0,1.585760023809528e-05,4.138228809523802e-06,6.942857142855293e-10,0,-0.008161,3.600000006542814e-06,0.0204746666666666,0.0302264166666666,0.0507010833333333,16.22639236,8.11319378,24.33958614,0.022138,0.031941,0.054079,16.22639496,8.11319508,24.33959004,7,-11,71,0,False,False,True,False,False,True,False,False
